Left_x,Left_y,Right_x,Right_y,X,Y,Z,u,v,w,r1r2 ZNCC,r1t1 ZNCC,r1t2 ZNCC,exx,eyy,ezz,exy,eyz,ezx,
1040.51245117,503.39233398,1001.60430908,526.25415039,9.96285725,-21.11217880,804.73114014,12.40732384,-0.15655327,1.99517822,0.00000000,0.98464781,0.96043122,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1045.54162598,503.40341187,1006.60168457,526.25054932,10.24654293,-21.11360931,804.77136230,12.41040421,-0.15625000,2.00317383,0.00000000,0.98543459,0.96011525,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1050.57482910,503.41528320,1011.25231934,526.23828125,10.52963257,-21.11370850,804.74676514,12.41285706,-0.15559387,1.94122314,0.00000000,0.98592275,0.96162319,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1055.53344727,503.43847656,1016.28259277,526.29602051,10.80965328,-21.11348724,804.80493164,12.41219425,-0.15503311,1.96820068,0.00000000,0.98545313,0.96318054,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1060.46154785,503.41198730,1021.14129639,526.26934814,11.08761597,-21.11641121,804.83660889,12.40951538,-0.15539360,1.94635010,0.00000000,0.98524368,0.95936406,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1065.37829590,503.39224243,1026.10449219,526.28485107,11.36528015,-21.11845779,804.88928223,12.40645981,-0.15643311,1.95611572,0.00000000,0.98550093,0.96122801,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1070.37524414,503.39450073,1031.04711914,526.31335449,11.64723587,-21.11909294,804.92395020,12.40765190,-0.15624619,1.96606445,0.00000000,0.98616785,0.96383423,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1075.33605957,503.38116455,1036.04309082,526.29364014,11.92740536,-21.12191391,804.97467041,12.40706444,-0.15689468,1.97351074,0.00000000,0.98588675,0.96343338,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1080.40490723,503.39022827,1041.12414551,526.33428955,12.21366596,-21.12232590,805.02185059,12.41251850,-0.15593910,1.97143555,0.00000000,0.98750991,0.96638000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1085.41943359,503.39431763,1045.98303223,526.33453369,12.49639511,-21.12325478,805.03753662,12.41440964,-0.15587997,1.96105957,0.00000000,0.98761868,0.96782041,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1090.35473633,503.38250732,1050.98364258,526.33789062,12.77531624,-21.12549019,805.09289551,12.41245937,-0.15686798,1.97155762,0.00000000,0.98706508,0.96541256,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1095.29467773,503.38623047,1055.87646484,526.36322021,13.05420685,-21.12616539,805.12744141,12.41048336,-0.15629196,1.99157715,0.00000000,0.98667097,0.96577287,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1100.23315430,503.38525391,1060.81469727,526.34991455,13.33316422,-21.12827110,805.17047119,12.40849304,-0.15718460,1.97906494,0.00000000,0.98763067,0.96667516,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
