Left_x,Left_y,Right_x,Right_y,X,Y,Z,u,v,w,r1r2 ZNCC,r1t1 ZNCC,r1t2 ZNCC,exx,eyy,ezz,exy,eyz,ezx,
1478.18688965,499.74761963,1443.90795898,523.83734131,34.79857635,-21.44098473,808.81024170,37.24304199,-0.48535919,6.07427979,0.00000000,0.94363415,0.96860343,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1483.19677734,499.77996826,1448.94653320,523.85113525,35.08388519,-21.44116211,808.84350586,37.24774551,-0.48380280,6.07531738,0.00000000,0.94730270,0.96932352,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1488.19628906,499.79879761,1453.95788574,523.90344238,35.36850357,-21.44055176,808.87335205,37.25172806,-0.48243713,6.06781006,0.00000000,0.94829506,0.96785194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1493.07421875,499.83764648,1458.89404297,523.92230225,35.64657593,-21.44048882,808.91088867,37.24911499,-0.48203468,6.07415771,0.00000000,0.94993442,0.96968740,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1497.89428711,499.79650879,1463.81445312,523.89654541,35.92172623,-21.44411087,808.95538330,37.24362564,-0.48309326,6.06512451,0.00000000,0.94733262,0.96928966,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1502.66833496,499.76977539,1468.82836914,523.88360596,36.19542313,-21.44756699,809.02502441,37.23660278,-0.48554230,6.09185791,0.00000000,0.94707072,0.96874017,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1507.65698242,499.78741455,1473.67822266,523.88720703,36.47824478,-21.44767189,809.02642822,37.23866272,-0.48482513,6.06854248,0.00000000,0.95042372,0.97300720,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1512.53930664,499.77487183,1478.70141602,523.88446045,36.75733948,-21.45001984,809.07818604,37.23699951,-0.48500061,6.07702637,0.00000000,0.94997305,0.97322369,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1517.61743164,499.78524780,1483.81848145,523.91931152,37.04676819,-21.45025253,809.11212158,37.24562073,-0.48386574,6.06170654,0.00000000,0.95473623,0.97662061,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1522.60705566,499.77508545,1488.74304199,523.92425537,37.33029175,-21.45141792,809.12634277,37.24830627,-0.48404312,6.04986572,0.00000000,0.95672899,0.97807270,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1527.49291992,499.75015259,1493.76428223,523.94653320,37.60963058,-21.45336914,809.17639160,37.24677277,-0.48474693,6.05505371,0.00000000,0.95347911,0.97649038,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1532.33081055,499.75405884,1498.70312500,523.94750977,37.88594818,-21.45493889,809.21978760,37.24222565,-0.48506546,6.08392334,0.00000000,0.95301473,0.97680330,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1537.24743652,499.74478149,1503.76147461,523.96051025,38.16713715,-21.45673561,809.27081299,37.24246597,-0.48564911,6.07940674,0.00000000,0.95621103,0.97862375,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1542.21972656,499.73471069,1508.74145508,523.97888184,38.45035934,-21.45782089,809.29742432,37.24475861,-0.48632431,6.08874512,0.00000000,0.96274316,0.98235023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1547.06884766,499.71725464,1513.67431641,523.98516846,38.72724533,-21.45975304,809.33709717,37.24066544,-0.48714638,6.08990479,0.00000000,0.96377504,0.98249680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1551.91796875,499.68807983,1518.71411133,524.00506592,39.00510406,-21.46210480,809.39599609,37.23745728,-0.48810768,6.08654785,0.00000000,0.96023351,0.98106951,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1556.89672852,499.68511963,1523.91870117,524.06872559,39.29069901,-21.46266747,809.46185303,37.24201202,-0.48772812,6.11834717,0.00000000,0.96197647,0.97938490,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1561.84423828,499.69177246,1528.70800781,524.04577637,39.57107925,-21.46368027,809.45733643,37.24132919,-0.48824883,6.08221436,0.00000000,0.96071678,0.98196179,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1566.71508789,499.66802979,1533.69555664,524.03161621,39.84957504,-21.46650124,809.50231934,37.23867798,-0.48854446,6.07086182,0.00000000,0.96171415,0.98240173,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1571.57373047,499.70281982,1538.80749512,524.07318115,40.12863922,-21.46669579,809.57214355,37.23659134,-0.48878098,6.10534668,0.00000000,0.96396434,0.98333967,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1576.53149414,499.74932861,1543.79272461,524.08337402,40.41131210,-21.46645927,809.60107422,37.23814011,-0.48652077,6.10205078,0.00000000,0.96655154,0.98412132,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1581.44702148,499.75665283,1548.79577637,524.10363770,40.69216156,-21.46730042,809.64038086,37.23783875,-0.48624992,6.11285400,0.00000000,0.96371877,0.97883707,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1586.41528320,499.73086548,1553.59008789,524.06317139,40.97360229,-21.46963310,809.63201904,37.23797226,-0.48729897,6.04888916,0.00000000,0.96323621,0.98310131,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1591.32714844,499.70669556,1558.77905273,524.09924316,41.25604630,-21.47174835,809.70538330,37.23919678,-0.48699760,6.08715820,0.00000000,0.96616256,0.98306763,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1596.27172852,499.70285034,1563.69812012,524.08691406,41.53753662,-21.47331047,809.72363281,37.23931885,-0.48831367,6.05615234,0.00000000,0.96668506,0.98265129,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1601.19226074,499.70547485,1568.83093262,524.10534668,41.81991196,-21.47487068,809.78497314,37.24039841,-0.48759842,6.08020020,0.00000000,0.96805084,0.98320788,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1606.01123047,499.71566772,1573.72033691,524.06475830,42.09516525,-21.47721863,809.81988525,37.23417282,-0.48855209,6.05694580,0.00000000,0.96698076,0.98292750,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1610.96643066,499.73184204,1578.84826660,524.12225342,42.37921143,-21.47711754,809.87365723,37.23698807,-0.48819542,6.09747314,0.00000000,0.96629721,0.98268449,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1615.93017578,499.73562622,1583.83178711,524.16571045,42.66230011,-21.47707939,809.89941406,37.23873520,-0.48790550,6.09674072,0.00000000,0.96414822,0.98135889,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1620.85998535,499.72003174,1588.88024902,524.19641113,42.94442368,-21.47837448,809.94274902,37.23934937,-0.48736382,6.09051514,0.00000000,0.96217763,0.98072058,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1625.82250977,499.71789551,1593.92993164,524.22814941,43.22812271,-21.47912216,809.98034668,37.24166489,-0.48710823,6.10113525,0.00000000,0.95915657,0.97964054,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1630.71777344,499.73089600,1598.92065430,524.24157715,43.50807190,-21.47997475,810.01904297,37.23998260,-0.48731232,6.08612061,0.00000000,0.95902365,0.98020869,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1635.65869141,499.72467041,1603.90185547,524.20709229,43.79008865,-21.48248100,810.04772949,37.24029541,-0.48781204,6.05474854,0.00000000,0.95940584,0.98134065,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1640.54516602,499.70724487,1608.97619629,524.22583008,44.07049942,-21.48444366,810.10272217,37.23931885,-0.48799515,6.09094238,0.00000000,0.96008897,0.98049402,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1645.47583008,499.70367432,1613.97509766,524.22973633,44.35225677,-21.48590469,810.13598633,37.23947525,-0.48753357,6.08355713,0.00000000,0.96054024,0.98263961,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1650.35571289,499.70056152,1618.98071289,524.23956299,44.63171387,-21.48742485,810.17926025,37.23724747,-0.48832321,6.08294678,0.00000000,0.96158612,0.98351622,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1655.23925781,499.69003296,1624.02075195,524.25128174,44.91170883,-21.48923492,810.22796631,37.23568726,-0.48810005,6.10186768,0.00000000,0.95976907,0.98208946,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1660.18164062,499.68392944,1628.94970703,524.23901367,45.19334793,-21.49084854,810.24578857,37.23550797,-0.48829269,6.06787109,0.00000000,0.95929193,0.98163813,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1665.09570312,499.69839478,1634.03894043,524.26452637,45.47531509,-21.49164200,810.29772949,37.23590851,-0.48864746,6.09704590,0.00000000,0.95919210,0.98214126,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1669.99975586,499.68890381,1639.11547852,524.32836914,45.75672913,-21.49201584,810.34869385,37.23549652,-0.48767853,6.10192871,0.00000000,0.95752800,0.97959918,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1674.96020508,499.68322754,1644.17907715,524.30377197,46.04063416,-21.49447060,810.38726807,37.23762512,-0.48990631,6.10394287,0.00000000,0.95672089,0.98135859,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1679.86169434,499.66473389,1649.18542480,524.32116699,46.32123184,-21.49609566,810.42559814,37.23638916,-0.48990822,6.10101318,0.00000000,0.95875269,0.98183078,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1684.79833984,499.70156860,1654.20849609,524.34069824,46.60363770,-21.49601746,810.46069336,37.23703766,-0.48880005,6.10473633,0.00000000,0.96166205,0.98381180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1689.72863770,499.71612549,1659.47802734,523.69714355,46.88811111,-21.51635551,810.54284668,37.23962402,-0.50871086,6.14788818,0.00000000,0.96287936,0.67736953,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1694.68115234,499.73870850,1664.21215820,524.34710693,47.16848755,-21.49756813,810.52081299,37.23799896,-0.48870468,6.07928467,0.00000000,0.96081746,0.98235977,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1699.60009766,499.76434326,1669.36218262,524.40979004,47.45149231,-21.49721527,810.58148193,37.23900986,-0.48736191,6.09729004,0.00000000,0.96139866,0.98261023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1704.50805664,499.76153564,1674.55029297,524.44854736,47.73442841,-21.49854851,810.65081787,37.23998260,-0.48751068,6.12792969,0.00000000,0.95804912,0.98221868,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1709.43627930,499.73937988,1679.34619141,524.39453125,48.01406860,-21.50121307,810.64495850,37.23749161,-0.48863220,6.07360840,0.00000000,0.95958579,0.98419243,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1714.36816406,499.69638062,1684.63330078,524.46734619,48.29925919,-21.50305367,810.72741699,37.24063110,-0.48773575,6.11389160,0.00000000,0.96204674,0.98341578,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1719.21801758,499.68566895,1689.64208984,524.43328857,48.57761765,-21.50609589,810.77392578,37.23699951,-0.48941231,6.12658691,0.00000000,0.96165735,0.98433280,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1724.17822266,499.69375610,1694.52246094,524.41217041,48.85966873,-21.50720406,810.77722168,37.23696136,-0.48951530,6.09179688,0.00000000,0.96057254,0.98413122,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1729.05371094,499.64892578,1699.57165527,524.43225098,49.13971329,-21.50975037,810.82586670,37.23506927,-0.49103928,6.11413574,0.00000000,0.96163404,0.98448181,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1734.00390625,499.65078735,1704.62866211,524.45977783,49.42329025,-21.51047897,810.86260986,37.23648834,-0.49025726,6.11145020,0.00000000,0.96182120,0.98461407,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1738.90893555,499.68490601,1709.65563965,524.47381592,49.70446014,-21.51072884,810.90191650,37.23551178,-0.49028969,6.11541748,0.00000000,0.96380150,0.98610896,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1743.83740234,499.67886353,1714.71252441,524.49877930,49.98706818,-21.51183510,810.94207764,37.23580551,-0.49047089,6.11083984,0.00000000,0.96518010,0.98629642,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1748.79125977,499.67950439,1719.71228027,524.45251465,50.27017975,-21.51439095,810.96728516,37.23638535,-0.49102402,6.07934570,0.00000000,0.96809638,0.98684728,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1753.70385742,499.66412354,1724.75512695,524.49017334,50.55194092,-21.51540184,811.00726318,37.23596191,-0.49070358,6.08599854,0.00000000,0.96860874,0.98744088,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1758.62475586,499.68365479,1729.85949707,524.52978516,50.83478928,-21.51560020,811.05694580,37.23871231,-0.47271919,6.20684814,0.00000000,0.96886176,0.98762751,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1763.55285645,499.66009521,1734.99975586,524.50390625,51.11838913,-21.51898384,811.11157227,37.23744583,-0.49234390,6.09588623,0.00000000,0.97100264,0.98860276,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1768.44067383,499.64910889,1740.02722168,524.54998779,51.39890289,-21.51965332,811.15258789,37.23560333,-0.49251366,6.10003662,0.00000000,0.97129554,0.98874998,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1773.34521484,499.68295288,1745.05810547,524.54302979,51.68019867,-21.52048683,811.19134521,37.23485565,-0.49219322,6.11999512,0.00000000,0.96928895,0.98815978,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1778.22277832,499.68112183,1750.04895020,524.57336426,51.95983887,-21.52121162,811.22729492,37.23213196,-0.49196815,6.12139893,0.00000000,0.96863341,0.98751795,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1783.15197754,499.67279053,1755.19750977,524.53918457,52.24366379,-21.52441025,811.28253174,37.23303604,-0.49336243,6.11334229,0.00000000,0.96666080,0.98677057,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1788.07543945,499.65661621,1760.23706055,524.61676025,52.52601242,-21.52422523,811.31854248,37.23371887,-0.49152946,6.15313721,0.00000000,0.96657258,0.98725259,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1792.97827148,499.66690063,1765.21423340,524.58935547,52.80665970,-21.52605057,811.34698486,37.23139954,-0.49231339,6.12054443,0.00000000,0.96620232,0.98709780,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1797.94726562,499.65567017,1770.32788086,524.60461426,53.09194565,-21.52760315,811.38812256,37.23387527,-0.49230957,6.11004639,0.00000000,0.96777368,0.98791409,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1802.89013672,499.64328003,1775.39514160,524.63354492,53.37551880,-21.52870560,811.42523193,37.23474884,-0.49186134,6.10290527,0.00000000,0.96978688,0.98825288,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1807.83630371,499.64489746,1780.40991211,524.64031982,53.65860748,-21.52978325,811.45208740,37.23526764,-0.49187088,6.09375000,0.00000000,0.96973795,0.98857725,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1812.75708008,499.64501953,1785.52490234,524.68200684,53.94178772,-21.53046799,811.50152588,37.23570633,-0.49159813,6.10083008,0.00000000,0.97000629,0.98817688,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1817.70141602,499.65515137,1790.62695312,524.72143555,54.22588730,-21.53077126,811.54418945,37.23696899,-0.49132919,6.09851074,0.00000000,0.97083122,0.98838538,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1822.59985352,499.66137695,1795.66210938,524.74951172,54.50712967,-21.53139496,811.58270264,37.23554230,-0.49089432,6.10076904,0.00000000,0.97369474,0.98970479,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
1827.54528809,499.67703247,1800.74096680,524.82604980,54.79103470,-21.53038216,811.62054443,37.23696899,-0.48982239,6.11309814,0.00000000,0.97434723,0.98791122,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,
